Offense,family_violence,occurred_date,location_type,Zip,Latitude,Longitude
CRIMINAL MISCHIEF,N,2021-01-25,OTHER / UNKNOWN,78742,30.23918195,-97.68743269
FAMILY DISTURBANCE,N,2021-12-01,RESIDENCE / HOME,78704,30.24200034,-97.7568829
BURGLARY OF VEHICLE,N,2019-03-18,RESIDENCE / HOME,78756,30.3229771,-97.73203378
FAMILY DISTURBANCE,N,2021-01-20,RESIDENCE / HOME,78724,30.27894344,-97.6277365
FAMILY DISTURBANCE,N,2019-05-15,RESIDENCE / HOME,78745,30.21040899,-97.7876278
FAMILY DISTURBANCE,N,2020-04-01,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.21529713,-97.74336678
CRIMINAL MISCHIEF,N,2020-08-18,RESIDENCE / HOME,78744,30.17193499,-97.76586346
FAMILY DISTURBANCE,N,2020-05-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78759,30.41799778,-97.75102993
THEFT,N,2019-10-16,OTHER / UNKNOWN,78759,30.38710905,-97.74286648
FAMILY DISTURBANCE,N,2019-05-24,RESIDENCE / HOME,78744,30.17057591,-97.78193501
FAMILY DISTURBANCE,N,2019-04-13,RESIDENCE / HOME,78748,30.1403564,-97.80051916
BURGLARY OF VEHICLE,N,2021-05-17,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78721,30.26947691,-97.68661823
FAMILY DISTURBANCE,N,2021-09-05,RESIDENCE / HOME,78717,30.47705492,-97.7898313
THEFT,N,2019-09-14,GROCERY / SUPERMARKET,78745,30.1980552,-97.78627207
THEFT,N,2020-05-30,HOTEL / MOTEL / ETC.,78758,30.39868407,-97.71813109
CRIMINAL MISCHIEF,N,2020-06-05,COMMERCIAL / OFFICE BUILDING,78730,30.35824595,-97.79634193
THEFT,N,2020-07-22,CONSTRUCTION SITE,78758,30.3947183,-97.7228708
CRIMINAL MISCHIEF,N,2019-10-22,COMMERCIAL / OFFICE BUILDING,78745,30.21682944,-97.79697802
FAMILY DISTURBANCE,N,2020-08-29,RESIDENCE / HOME,78723,30.30714138,-97.66939998
FAMILY DISTURBANCE,N,2019-06-06,RESIDENCE / HOME,78717,30.48940343,-97.77319761
FAMILY DISTURBANCE,N,2019-03-24,DEPARTMENT / DISCOUNT STORE,78758,30.40219744,-97.72115796
THEFT,N,2019-07-30,AUTO DEALERSHIP NEW / USED,78751,30.31962327,-97.71495424
THEFT,N,2020-06-21,COMMERCIAL / OFFICE BUILDING,78756,30.33198141,-97.73975561
BURGLARY OF VEHICLE,N,2021-08-31,COMMERCIAL / OFFICE BUILDING,78757,30.35285413,-97.7148672
CRIMINAL MISCHIEF,N,2019-01-12,PARKING /DROP LOT/ GARAGE,78759,30.40034304,-97.74610258
BURGLARY OF VEHICLE,N,2019-11-01,PARKING /DROP LOT/ GARAGE,78704,30.24923372,-97.7506012
THEFT,N,2019-12-26,RESIDENCE / HOME,78703,30.27315833,-97.76014527
BURGLARY OF VEHICLE,N,2019-10-11,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.28080479,-97.70394296
THEFT,N,2019-06-25,COMMERCIAL / OFFICE BUILDING,78719,30.20200809,-97.6668813
BURGLARY OF VEHICLE,N,2019-04-26,PARKING /DROP LOT/ GARAGE,78759,30.39272504,-97.74612616
CRIMINAL MISCHIEF,N,2021-07-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.38191584,-97.68638711
THEFT,N,2020-12-15,RESIDENCE / HOME,78753,30.37110159,-97.67390098
THEFT,N,2021-03-05,RESIDENCE / HOME,78705,30.29439285,-97.73380254
THEFT,N,2020-09-02,RESIDENCE / HOME,78741,30.23985929,-97.72069951
THEFT,N,2021-09-19,SPECIALTY  STORE,78745,30.19786227,-97.78984862
BURGLARY OF VEHICLE,N,2021-09-28,RESIDENCE / HOME,78731,30.36182789,-97.78280342
THEFT,N,2019-03-21,GROCERY / SUPERMARKET,78748,30.16291061,-97.79312325
CRIMINAL MISCHIEF,N,2021-10-17,PARKING /DROP LOT/ GARAGE,78735,30.24855952,-97.8900862
THEFT,N,2021-10-02,RESIDENCE / HOME,78748,30.17750949,-97.81066579
FAMILY DISTURBANCE,N,2021-12-28,RESIDENCE / HOME,78741,30.22251739,-97.70023757
BURGLARY OF VEHICLE,N,2019-08-21,RESIDENCE / HOME,78724,30.28775869,-97.6396276
FAMILY DISTURBANCE,N,2020-05-11,RESIDENCE / HOME,78753,30.3808752,-97.67344109
THEFT,N,2021-04-06,OTHER / UNKNOWN,78741,30.21599948,-97.74314527
THEFT,N,2019-12-21,HOTEL / MOTEL / ETC.,78741,30.22979812,-97.74274986
BURGLARY OF VEHICLE,N,2020-10-18,COMMERCIAL / OFFICE BUILDING,78745,30.21064169,-97.75800111
BURGLARY OF VEHICLE,N,2020-02-05,PARKING /DROP LOT/ GARAGE,78744,30.16552618,-97.78510052
THEFT,N,2021-05-06,DEPARTMENT / DISCOUNT STORE,78704,30.22235873,-97.74888756
THEFT,N,2021-03-31,RESIDENCE / HOME,78724,30.27973766,-97.64430067
FAMILY DISTURBANCE,N,2019-03-20,RESIDENCE / HOME,78745,30.20716805,-97.78978726
FAMILY DISTURBANCE,N,2020-10-04,RESIDENCE / HOME,78721,30.2806362,-97.67630146
FAMILY DISTURBANCE,N,2019-05-27,RESIDENCE / HOME,78758,30.36732997,-97.70776898
CRIMINAL MISCHIEF,N,2019-09-27,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78717,30.49748092,-97.76491891
BURGLARY OF VEHICLE,N,2020-11-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78756,30.32768441,-97.7420207
BURGLARY OF VEHICLE,N,2019-02-03,RESIDENCE / HOME,78723,30.32066653,-97.68766788
THEFT,N,2021-02-01,COMMERCIAL / OFFICE BUILDING,78727,30.43651038,-97.76143993
THEFT,N,2020-09-03,RESIDENCE / HOME,78741,30.23496305,-97.7183772
CRIMINAL MISCHIEF,N,2021-03-25,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78752,30.32296831,-97.69419278
FAMILY DISTURBANCE,N,2020-01-01,RESIDENCE / HOME,78660,30.43089087,-97.65530875
BURGLARY OF VEHICLE,N,2019-04-30,PARKING /DROP LOT/ GARAGE,78749,30.20229006,-97.88551274
FAMILY DISTURBANCE,N,2019-02-17,RESIDENCE / HOME,78753,30.37272284,-97.68339765
FAMILY DISTURBANCE,N,2019-02-05,RESIDENCE / HOME,78753,30.3709332,-97.68823646
BURGLARY OF VEHICLE,N,2019-01-22,OTHER / UNKNOWN,78726,30.42862582,-97.84263518
BURGLARY OF VEHICLE,N,2019-04-09,RESIDENCE / HOME,78741,30.23597678,-97.71859048
BURGLARY OF VEHICLE,N,2020-02-13,RESIDENCE / HOME,78723,30.31114444,-97.68605549
THEFT,N,2021-09-01,RESIDENCE / HOME,78753,30.36073644,-97.6787317
BURGLARY OF VEHICLE,N,2019-09-07,RESIDENCE / HOME,78741,30.23337311,-97.69663165
THEFT,N,2020-05-31,SERVICE/ GAS STATION,78617,30.21870895,-97.66836477
BURGLARY OF VEHICLE,N,2021-03-19,RESIDENCE / HOME,78758,30.36686592,-97.71318634
BURGLARY OF VEHICLE,N,2019-07-14,PARKING /DROP LOT/ GARAGE,78660,30.44909081,-97.66378369
FAMILY DISTURBANCE,N,2019-06-05,RESIDENCE / HOME,78724,30.296747,-97.62618194
FAMILY DISTURBANCE,N,2020-12-15,RESIDENCE / HOME,78748,30.17812495,-97.83926919
THEFT,N,2021-06-18,GROCERY / SUPERMARKET,78750,30.43434837,-97.77270809
FAMILY DISTURBANCE,N,2019-10-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78752,30.33257313,-97.68647895
CRIMINAL MISCHIEF,N,2021-06-06,HOTEL / MOTEL / ETC.,78759,30.4000208,-97.72922209
BURGLARY OF VEHICLE,N,2021-04-18,PARK / PLAYGROUND,78730,30.35124739,-97.79625327
BURGLARY OF VEHICLE,N,2019-06-12,HOTEL / MOTEL / ETC.,78744,30.20809475,-97.75526029
BURGLARY OF VEHICLE,N,2021-06-01,PARKING /DROP LOT/ GARAGE,78751,30.30046387,-97.71965158
BURGLARY OF VEHICLE,N,2021-06-05,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.26807952,-97.73200159
FAMILY DISTURBANCE,N,2019-12-24,RESIDENCE / HOME,78745,30.20733699,-97.79553001
FAMILY DISTURBANCE,N,2020-09-18,RESIDENCE / HOME,78758,30.38934246,-97.70004724
CRIMINAL MISCHIEF,N,2021-06-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78759,30.3971047,-97.73406952
BURGLARY OF VEHICLE,N,2019-07-27,PARKING /DROP LOT/ GARAGE,78704,30.23713136,-97.74946465
CRIMINAL MISCHIEF,N,2019-04-26,RESIDENCE / HOME,78750,30.45026823,-97.81333742
CRIMINAL MISCHIEF,N,2019-05-31,OTHER / UNKNOWN,78757,30.35687488,-97.72727578
CRIMINAL MISCHIEF,N,2019-10-25,PARKING /DROP LOT/ GARAGE,78758,30.3676656,-97.70656407
CRIMINAL MISCHIEF,N,2021-05-12,RESIDENCE / HOME,78759,30.41069227,-97.71678672
BURGLARY OF VEHICLE,N,2019-05-17,OTHER / UNKNOWN,78759,30.38769108,-97.73927549
FAMILY DISTURBANCE,N,2021-10-14,RESIDENCE / HOME,78748,30.17857453,-97.81936855
FAMILY DISTURBANCE,N,2020-03-24,RESIDENCE / HOME,78756,30.3221227,-97.72937156
THEFT,N,2021-06-14,RESIDENCE / HOME,78747,30.13789217,-97.79372053
FAMILY DISTURBANCE,N,2021-01-20,RESIDENCE / HOME,78741,30.22771827,-97.70117264
THEFT,N,2021-05-07,PARKING /DROP LOT/ GARAGE,78751,30.31309657,-97.73156469
THEFT,N,2019-07-07,GROCERY / SUPERMARKET,78751,30.30046387,-97.71965158
CRIMINAL MISCHIEF,N,2019-12-14,RESIDENCE / HOME,78744,30.1766795,-97.76477826
THEFT,N,2020-10-12,RESIDENCE / HOME,78757,30.35070699,-97.73248152
THEFT,N,2020-10-02,OTHER / UNKNOWN,78757,30.34969841,-97.73428459
CRIMINAL MISCHIEF,N,2019-08-22,COMMERCIAL / OFFICE BUILDING,78758,30.38715502,-97.71572816
FAMILY DISTURBANCE,N,2019-03-04,RESIDENCE / HOME,78753,30.36920579,-97.6911639
CRIMINAL MISCHIEF,N,2019-11-06,RESIDENCE / HOME,78741,30.2215548,-97.73525298
THEFT,N,2020-07-21,GROCERY / SUPERMARKET,78702,30.25955655,-97.71137458
FAMILY DISTURBANCE,N,2019-02-15,RESIDENCE / HOME,78753,30.41019764,-97.67837875
CRIMINAL MISCHIEF,N,2020-07-17,OTHER / UNKNOWN,78753,30.35902165,-97.68705347
THEFT,N,2019-07-18,RESIDENCE / HOME,78748,30.17586657,-97.78589461
CRIMINAL MISCHIEF,N,2020-10-10,RESIDENCE / HOME,78741,30.23310353,-97.71944111
CRIMINAL MISCHIEF,N,2020-10-04,PARKING /DROP LOT/ GARAGE,78753,30.39295402,-97.67684845
FAMILY DISTURBANCE,N,2019-09-12,RESIDENCE / HOME,78753,30.34453693,-97.70156206
FAMILY DISTURBANCE,N,2021-11-04,PARKING /DROP LOT/ GARAGE,78758,30.3722107,-97.71834782
FAMILY DISTURBANCE,N,2020-03-23,RESIDENCE / HOME,78723,30.31995698,-97.6887367
FAMILY DISTURBANCE,N,2019-09-07,RESIDENCE / HOME,78753,30.39284616,-97.65894803
BURGLARY OF VEHICLE,N,2019-03-09,PARKING /DROP LOT/ GARAGE,78741,30.22166373,-97.68884052
FAMILY DISTURBANCE,N,2020-09-05,PARKING /DROP LOT/ GARAGE,78704,30.23685101,-97.7549329
FAMILY DISTURBANCE,N,2020-01-01,RESIDENCE / HOME,78652,30.14234629,-97.80699194
CRIMINAL MISCHIEF,N,2021-12-15,RESIDENCE / HOME,78727,30.43035066,-97.72848829
THEFT,N,2019-01-16,COMMERCIAL / OFFICE BUILDING,78745,30.22604732,-97.773559
CRIMINAL MISCHIEF,N,2020-07-02,CONVENIENCE STORE,78723,30.31955402,-97.68880164
CRIMINAL MISCHIEF,N,2020-09-02,PARKING /DROP LOT/ GARAGE,78701,30.26587973,-97.73500753
BURGLARY OF VEHICLE,N,2020-01-09,PARKING /DROP LOT/ GARAGE,78750,30.36435183,-97.79232142
THEFT,N,2020-01-18,RESIDENCE / HOME,78745,30.19148253,-97.77553852
BURGLARY OF VEHICLE,N,2019-10-26,PARKING /DROP LOT/ GARAGE,78703,30.30873101,-97.76301957
THEFT,N,2020-05-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26750848,-97.73964991
BURGLARY OF VEHICLE,N,2019-09-12,RESIDENCE / HOME,78729,30.45766429,-97.76327539
BURGLARY OF VEHICLE,N,2019-03-13,RESIDENCE / HOME,78748,30.16423812,-97.80029525
THEFT,N,2020-09-10,OTHER / UNKNOWN,78703,30.275049,-97.75691979
CRIMINAL MISCHIEF,N,2020-02-16,COMMERCIAL / OFFICE BUILDING,78701,30.27728843,-97.74589591
BURGLARY OF VEHICLE,N,2019-12-14,HOTEL / MOTEL / ETC.,78744,30.21021649,-97.75381985
BURGLARY OF VEHICLE,N,2019-04-09,COMMERCIAL / OFFICE BUILDING,78750,30.46627524,-97.80132365
THEFT,N,2019-12-26,RESIDENCE / HOME,78747,30.13227074,-97.77921867
BURGLARY OF VEHICLE,N,2021-12-16,COMMERCIAL / OFFICE BUILDING,78759,30.41154537,-97.74570038
THEFT,N,2019-07-15,RESIDENCE / HOME,78702,30.27309278,-97.7164381
CRIMINAL MISCHIEF,N,2021-09-05,COMMERCIAL / OFFICE BUILDING,78701,30.26583579,-97.74329738
FAMILY DISTURBANCE,N,2020-12-02,RESIDENCE / HOME,78758,30.3738352,-97.71156324
BURGLARY OF VEHICLE,N,2019-03-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78748,30.16748332,-97.7860143
CRIMINAL MISCHIEF,N,2019-06-14,GROCERY / SUPERMARKET,78717,30.47939973,-97.79936874
FAMILY DISTURBANCE,N,2019-04-13,RESIDENCE / HOME,78750,30.45475017,-97.80558843
FAMILY DISTURBANCE,N,2019-05-03,RESIDENCE / HOME,78617,30.22275726,-97.6682214
BURGLARY OF VEHICLE,N,2019-03-24,PARKING /DROP LOT/ GARAGE,78746,30.25788603,-97.80700704
THEFT,N,2019-07-29,OTHER / UNKNOWN,78757,30.35458544,-97.73643947
BURGLARY OF VEHICLE,N,2019-10-26,OTHER / UNKNOWN,78703,30.26896382,-97.75698396
BURGLARY OF VEHICLE,N,2019-05-16,HOTEL / MOTEL / ETC.,78753,30.34430294,-97.69766805
BURGLARY OF VEHICLE,N,2019-03-26,OTHER / UNKNOWN,78741,30.23452028,-97.72850281
THEFT,N,2019-08-08,RESIDENCE / HOME,78741,30.23205261,-97.72860737
THEFT,N,2021-04-30,RESIDENCE / HOME,78748,30.18373309,-97.82844021
FAMILY DISTURBANCE,N,2020-02-20,RESIDENCE / HOME,78741,30.22745335,-97.72857305
BURGLARY OF VEHICLE,N,2019-12-13,RESIDENCE / HOME,78753,30.34664576,-97.69657342
FAMILY DISTURBANCE,N,2020-08-17,PARKING /DROP LOT/ GARAGE,78723,30.31318465,-97.70809466
FAMILY DISTURBANCE,N,2021-09-20,PARKING /DROP LOT/ GARAGE,78723,30.31852904,-97.70341904
FAMILY DISTURBANCE,N,2020-10-31,RESIDENCE / HOME,78748,30.1811183,-97.83565595
THEFT,N,2020-08-12,RESIDENCE / HOME,78748,30.18525167,-97.83479565
FAMILY DISTURBANCE,N,2019-04-13,RESIDENCE / HOME,78704,30.23839643,-97.76861974
FAMILY DISTURBANCE,N,2019-03-31,RESIDENCE / HOME,78702,30.27027287,-97.70631793
THEFT,N,2019-03-10,CONSTRUCTION SITE,78723,30.31774571,-97.68993857
FAMILY DISTURBANCE,N,2021-07-24,DEPARTMENT / DISCOUNT STORE,78745,30.20425447,-97.78517137
THEFT,N,2019-11-04,BAR / NIGHTCLUB,78753,30.36442773,-97.69460608
BURGLARY OF VEHICLE,N,2020-10-22,PARK / PLAYGROUND,78750,30.40673042,-97.79031913
BURGLARY OF VEHICLE,N,2019-07-08,RESTAURANT,78759,30.39100138,-97.73867565
THEFT,N,2021-06-14,RESIDENCE / HOME,78741,30.23597678,-97.71859048
BURGLARY OF VEHICLE,N,2020-11-13,PARKING /DROP LOT/ GARAGE,78757,30.35467958,-97.72738583
BURGLARY OF VEHICLE,N,2021-09-11,PARKING /DROP LOT/ GARAGE,78759,30.39324884,-97.7331265
BURGLARY OF VEHICLE,N,2021-09-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78746,30.32005185,-97.81837399
BURGLARY OF VEHICLE,N,2019-07-26,OTHER / UNKNOWN,78704,30.2627639,-97.75271373
THEFT,N,2020-03-20,RESIDENCE / HOME,78744,30.19084723,-97.75715786
CRIMINAL MISCHIEF,N,2019-06-07,PARKING /DROP LOT/ GARAGE,78701,30.27058401,-97.74144944
FAMILY DISTURBANCE,N,2020-03-14,RESIDENCE / HOME,78744,30.1974484,-97.74218617
BURGLARY OF VEHICLE,N,2020-12-03,PARKING /DROP LOT/ GARAGE,78757,30.34257709,-97.73832602
THEFT,N,2021-02-07,RESIDENCE / HOME,78726,30.4060921,-97.85027091
THEFT,N,2019-02-26,OTHER / UNKNOWN,78748,30.16056764,-97.79244422
FAMILY DISTURBANCE,N,2020-08-25,HOTEL / MOTEL / ETC.,78751,30.3198323,-97.70796135
THEFT,N,2021-07-25,RESIDENCE / HOME,78741,30.22146491,-97.72690401
CRIMINAL MISCHIEF,N,2021-05-19,RESIDENCE / HOME,78753,30.35521829,-97.69401442
THEFT,N,2021-06-25,COMMERCIAL / OFFICE BUILDING,78746,30.33634603,-97.80418196
BURGLARY OF VEHICLE,N,2019-07-13,PARKING /DROP LOT/ GARAGE,78744,30.17057591,-97.78193501
FAMILY DISTURBANCE,N,2020-10-27,RESIDENCE / HOME,78727,30.42092143,-97.70967318
FAMILY DISTURBANCE,N,2021-07-03,PARKING /DROP LOT/ GARAGE,78717,30.47599917,-97.79652419
BURGLARY OF VEHICLE,N,2019-03-19,HOTEL / MOTEL / ETC.,78753,30.39859941,-97.66698077
THEFT,N,2019-12-19,RESIDENCE / HOME,78750,30.427802,-97.80416559
CRIMINAL MISCHIEF,N,2020-01-27,SPECIALTY  STORE,78703,30.27161678,-97.7551514
FAMILY DISTURBANCE,N,2019-11-08,HOTEL / MOTEL / ETC.,78704,30.2323448,-97.75924994
FAMILY DISTURBANCE,N,2020-07-27,RESIDENCE / HOME,78753,30.37919393,-97.67300529
BURGLARY OF VEHICLE,N,2020-05-09,PARKING /DROP LOT/ GARAGE,78660,30.42926059,-97.66524703
CRIMINAL MISCHIEF,N,2019-03-23,PARKING /DROP LOT/ GARAGE,78724,30.296747,-97.62618194
BURGLARY OF VEHICLE,N,2020-10-07,PARKING /DROP LOT/ GARAGE,78756,30.3221227,-97.72937156
FAMILY DISTURBANCE,N,2021-06-16,RESIDENCE / HOME,78758,30.38508472,-97.68507558
BURGLARY OF VEHICLE,N,2020-02-08,RESIDENCE / HOME,78735,30.24213172,-97.82713764
THEFT,N,2019-11-21,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78757,30.33664315,-97.72051363
FAMILY DISTURBANCE,N,2019-01-09,RESIDENCE / HOME,78757,30.3389834,-97.73470962
THEFT,N,2019-11-15,OTHER / UNKNOWN,78752,30.32438463,-97.69378627
BURGLARY OF VEHICLE,N,2019-04-19,PARKING /DROP LOT/ GARAGE,78753,30.34375489,-97.70258862
BURGLARY OF VEHICLE,N,2020-07-08,RESIDENCE / HOME,78744,30.19120732,-97.73916855
THEFT,N,2019-05-08,COMMERCIAL / OFFICE BUILDING,78705,30.28776762,-97.74264866
BURGLARY OF VEHICLE,N,2019-12-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26530279,-97.73653123
FAMILY DISTURBANCE,N,2021-04-13,RESIDENCE / HOME,78752,30.3257346,-97.68909195
BURGLARY OF VEHICLE,N,2019-11-24,PARKING /DROP LOT/ GARAGE,78723,30.29863308,-97.7043669
CRIMINAL MISCHIEF,N,2020-08-12,PARKING /DROP LOT/ GARAGE,78741,30.23797717,-97.73038294
THEFT,N,2019-04-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.22302166,-97.74712162
FAMILY DISTURBANCE,N,2021-12-19,RESIDENCE / HOME,78741,30.22899126,-97.72062928
FAMILY DISTURBANCE,N,2021-08-21,RESIDENCE / HOME,78745,30.18794911,-97.77296006
FAMILY DISTURBANCE,N,2021-11-06,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78721,30.27947399,-97.69392738
FAMILY DISTURBANCE,N,2019-12-13,RESIDENCE / HOME,78753,30.39698496,-97.6591854
BURGLARY OF VEHICLE,N,2019-10-23,OTHER / UNKNOWN,78729,30.44259776,-97.75777945
FAMILY DISTURBANCE,N,2021-05-12,RESIDENCE / HOME,78724,30.31165817,-97.65978746
CRIMINAL MISCHIEF,N,2019-10-30,PARKING /DROP LOT/ GARAGE,78704,30.22886535,-97.76211082
CRIMINAL MISCHIEF,N,2021-05-27,BAR / NIGHTCLUB,78757,30.3665769,-97.72870416
FAMILY DISTURBANCE,N,2021-04-27,RESIDENCE / HOME,78717,30.48940343,-97.77319761
FAMILY DISTURBANCE,N,2021-06-13,RESIDENCE / HOME,78745,30.22200829,-97.80504766
FAMILY DISTURBANCE,N,2019-11-20,RESIDENCE / HOME,78750,30.36955691,-97.78892681
FAMILY DISTURBANCE,N,2020-01-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.34936421,-97.70292083
CRIMINAL MISCHIEF,N,2021-05-01,PARKING /DROP LOT/ GARAGE,78723,30.30178349,-97.69866762
FAMILY DISTURBANCE,N,2021-09-03,RESIDENCE / HOME,78741,30.2245476,-97.73893816
FAMILY DISTURBANCE,N,2021-03-18,PARKING /DROP LOT/ GARAGE,78750,30.45475017,-97.80558843
THEFT,N,2019-06-08,COMMERCIAL / OFFICE BUILDING,78701,30.26309809,-97.74405836
FAMILY DISTURBANCE,N,2020-03-30,RESIDENCE / HOME,78744,30.1974484,-97.74218617
FAMILY DISTURBANCE,N,2019-03-23,RESIDENCE / HOME,78741,30.22249994,-97.70447557
BURGLARY OF VEHICLE,N,2021-03-07,PARKING /DROP LOT/ GARAGE,78758,30.36948655,-97.69959977
BURGLARY OF VEHICLE,N,2021-11-04,PARKING /DROP LOT/ GARAGE,78727,30.43063212,-97.696745
THEFT,N,2020-03-08,GROCERY / SUPERMARKET,78704,30.21860888,-97.75592656
CRIMINAL MISCHIEF,N,2021-08-11,PARKING /DROP LOT/ GARAGE,78704,30.25263735,-97.74781101
FAMILY DISTURBANCE,N,2020-02-02,RESIDENCE / HOME,78752,30.3257346,-97.68909195
THEFT,N,2019-04-12,COMMERCIAL / OFFICE BUILDING,78759,30.4292691,-97.75898937
BURGLARY OF VEHICLE,N,2021-09-06,RESIDENCE / HOME,78758,30.37306027,-97.71738905
CRIMINAL MISCHIEF,N,2019-09-07,PARKING /DROP LOT/ GARAGE,78704,30.24577607,-97.7656266
BURGLARY OF VEHICLE,N,2019-03-12,PARKING /DROP LOT/ GARAGE,78703,30.27433182,-97.76448681
FAMILY DISTURBANCE,N,2019-09-21,RESIDENCE / HOME,78754,30.33058548,-97.67614971
BURGLARY OF VEHICLE,N,2019-03-25,RESIDENCE / HOME,78759,30.40925577,-97.74318206
BURGLARY OF VEHICLE,N,2020-01-15,PARKING /DROP LOT/ GARAGE,78704,30.25571158,-97.7625396
FAMILY DISTURBANCE,N,2020-09-16,BANK / SAVINGS & LOAN,78748,30.16548757,-97.78952006
THEFT,N,2021-01-10,OTHER / UNKNOWN,78617,30.16813407,-97.61935182
BURGLARY OF VEHICLE,N,2020-05-15,RESIDENCE / HOME,78758,30.38614959,-97.70636826
THEFT,N,2021-09-26,BAR / NIGHTCLUB,78701,30.26806484,-97.74281616
FAMILY DISTURBANCE,N,2020-09-15,RESIDENCE / HOME,78717,30.48157204,-97.76914102
FAMILY DISTURBANCE,N,2021-01-29,PARKING /DROP LOT/ GARAGE,78741,30.21560366,-97.73487469
CRIMINAL MISCHIEF,N,2019-01-11,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78747,30.13694603,-97.79330239
THEFT,N,2021-12-15,PARKING /DROP LOT/ GARAGE,78705,30.30208585,-97.73815961
CRIMINAL MISCHIEF,N,2021-09-30,OTHER / UNKNOWN,78741,30.22671474,-97.70628016
CRIMINAL MISCHIEF,N,2019-08-09,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.19320935,-97.73888684
BURGLARY OF VEHICLE,N,2019-04-21,PARKING /DROP LOT/ GARAGE,78704,30.25576599,-97.74597843
CRIMINAL MISCHIEF,N,2021-12-07,PARKING /DROP LOT/ GARAGE,78758,30.37117004,-97.71587022
FAMILY DISTURBANCE,N,2020-07-14,PARKING /DROP LOT/ GARAGE,78746,30.33634603,-97.80418196
FAMILY DISTURBANCE,N,2019-06-02,RESIDENCE / HOME,78748,30.17360783,-97.80472176
FAMILY DISTURBANCE,N,2020-03-07,PARKING /DROP LOT/ GARAGE,78744,30.19394123,-97.76344868
FAMILY DISTURBANCE,N,2021-10-28,RESIDENCE / HOME,78617,30.16895295,-97.62763155
CRIMINAL MISCHIEF,N,2020-09-06,PARKING /DROP LOT/ GARAGE,78660,30.43379835,-97.66866996
THEFT,N,2020-01-28,RESIDENCE / HOME,78758,30.359456,-97.70241726
BURGLARY OF VEHICLE,N,2019-10-04,RESIDENCE / HOME,78757,30.33212388,-97.73036354
BURGLARY OF VEHICLE,N,2019-11-30,PARKING /DROP LOT/ GARAGE,78746,30.25788603,-97.80700704
BURGLARY OF VEHICLE,N,2019-03-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.3888036,-97.66121748
FAMILY DISTURBANCE,N,2020-11-20,RESIDENCE / HOME,78748,30.17309324,-97.81433261
BURGLARY OF VEHICLE,N,2019-06-24,RESIDENCE / HOME,78741,30.23973812,-97.71651521
FAMILY DISTURBANCE,N,2020-03-23,RESIDENCE / HOME,78753,30.39295402,-97.67684845
BURGLARY OF VEHICLE,N,2019-10-25,PARKING /DROP LOT/ GARAGE,78722,30.29785657,-97.70888561
FAMILY DISTURBANCE,N,2019-03-20,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.34630367,-97.69973486
BURGLARY OF VEHICLE,N,2021-05-07,PARKING /DROP LOT/ GARAGE,78758,30.38064665,-97.72377832
FAMILY DISTURBANCE,N,2019-05-28,OTHER / UNKNOWN,78758,30.37664814,-97.73043691
BURGLARY OF VEHICLE,N,2019-04-17,RESIDENCE / HOME,78757,30.34235924,-97.73598854
BURGLARY OF VEHICLE,N,2020-01-31,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.25349256,-97.74794018
FAMILY DISTURBANCE,N,2019-05-16,RESIDENCE / HOME,78727,30.43063212,-97.696745
FAMILY DISTURBANCE,N,2021-09-29,RESIDENCE / HOME,78745,30.19084407,-97.77786025
CRIMINAL MISCHIEF,N,2019-12-11,OTHER / UNKNOWN,78727,30.4183867,-97.68735635
BURGLARY OF VEHICLE,N,2019-12-05,PARKING /DROP LOT/ GARAGE,78731,30.32104847,-97.77354003
FAMILY DISTURBANCE,N,2021-03-19,RESIDENCE / HOME,78758,30.37203604,-97.71477459
THEFT,N,2019-07-18,RESIDENCE / HOME,78744,30.1868128,-97.74871129
FAMILY DISTURBANCE,N,2019-02-12,RESIDENCE / HOME,78748,30.18055281,-97.80349537
